pocket_inchi,pocket_filename,protein_filename,representative,representative_name,protein_name,domain,organism,protein_code,chain_code,ligand_code,ligand_occupancy,int.protein_code,int.chain_code,int.protein_name,int.domain,int.organism
7nng1B_005_______________,Pocket_005_7nng1_1_B.pdb,7nng1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NNG,B, , , , , , , 
7nng1B_004_______________,Pocket_004_7nng1_1_B.pdb,7nng1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NNG,B, , , , , , , 
7nng1B_003_______________,Pocket_003_7nng1_1_B.pdb,7nng1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NNG,B, , , , , , , 
7nng1B_002_______________,Pocket_002_7nng1_1_B.pdb,7nng1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NNG,B, , , , , , , 
7nng1B_001_______________,Pocket_001_7nng1_1_B.pdb,7nng1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NNG,B,UJK,0.6, , , , , 
7nio1E_006_______________,Pocket_006_7nio1_1_E.pdb,7nio1_1_E.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,E, , , , , , , 
7nio1E_005_______________,Pocket_005_7nio1_1_E.pdb,7nio1_1_E.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,E, , , , , , , 
7nio1E_002_______________,Pocket_002_7nio1_1_E.pdb,7nio1_1_E.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,E, , , , , , , 
7nio1A_009_______________,Pocket_009_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_008_______________,Pocket_008_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_007_______________,Pocket_007_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_006_______________,Pocket_006_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_005_______________,Pocket_005_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_004_______________,Pocket_004_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_003_______________,Pocket_003_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_002_______________,Pocket_002_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7nio1A_001_______________,Pocket_001_7nio1_1_A.pdb,7nio1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,7NIO,A, , , , , , , 
7ng61B_004_______________,Pocket_004_7ng61_1_B.pdb,7ng61_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,B, , ,7ng6,A,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2
7ng61B_003_______________,Pocket_003_7ng61_1_B.pdb,7ng61_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,B, , , , , , , 
7ng61B_002_______________,Pocket_002_7ng61_1_B.pdb,7ng61_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,B, , , , , , , 
7ng61B_001_______________,Pocket_001_7ng61_1_B.pdb,7ng61_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,B,ALD,0.794, , , , , 
7ng61A_005_______________,Pocket_005_7ng61_1_A.pdb,7ng61_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,A, , , , , , , 
7ng61A_004_______________,Pocket_004_7ng61_1_A.pdb,7ng61_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,A, , , , , , , 
7ng61A_003_______________,Pocket_003_7ng61_1_A.pdb,7ng61_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,A, , , , , , , 
7ng61A_002_______________,Pocket_002_7ng61_1_A.pdb,7ng61_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,A, , , , , , , 
7ng61A_001_______________,Pocket_001_7ng61_1_A.pdb,7ng61_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG6,A,ALD,0.853, , , , , 
7ng31B_005_______________,Pocket_005_7ng31_1_B.pdb,7ng31_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,B, , , , , , , 
7ng31B_004_______________,Pocket_004_7ng31_1_B.pdb,7ng31_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,B, , , , , , , 
7ng31B_003_______________,Pocket_003_7ng31_1_B.pdb,7ng31_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,B, , , , , , , 
7ng31B_002_______________,Pocket_002_7ng31_1_B.pdb,7ng31_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,B,ALD,0.853, , , , , 
7ng31B_001_______________,Pocket_001_7ng31_1_B.pdb,7ng31_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,B, , , , , , , 
7ng31A_004_______________,Pocket_004_7ng31_1_A.pdb,7ng31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,A, , , , , , , 
7ng31A_003_______________,Pocket_003_7ng31_1_A.pdb,7ng31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,A, , , , , , , 
7ng31A_002_______________,Pocket_002_7ng31_1_A.pdb,7ng31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,A, , , , , , , 
7ng31A_001_______________,Pocket_001_7ng31_1_A.pdb,7ng31_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NG3,A,ALD,0.824, , , , , 
7nf51A_005_______________,Pocket_005_7nf51_1_A.pdb,7nf51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NF5,A, , , , , , , 
7nf51A_004_______________,Pocket_004_7nf51_1_A.pdb,7nf51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NF5,A, , , , , , , 
7nf51A_003_______________,Pocket_003_7nf51_1_A.pdb,7nf51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NF5,A, , , , , , , 
7nf51A_002_______________,Pocket_002_7nf51_1_A.pdb,7nf51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NF5,A,ALD,0.794, , , , , 
7nf51A_001_______________,Pocket_001_7nf51_1_A.pdb,7nf51_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NF5,A, , , , , , , 
7nev1A_003_______________,Pocket_003_7nev1_1_A.pdb,7nev1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NEV,A,birds,0.976, , , , , 
7nev1A_002_______________,Pocket_002_7nev1_1_A.pdb,7nev1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NEV,A, , , , , , , 
7nev1A_001_______________,Pocket_001_7nev1_1_A.pdb,7nev1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NEV,A, , , , , , , 
7neh1E_005_______________,Pocket_005_7neh1_1_E.pdb,7neh1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEH,E, , , , , , , 
7neh1E_004_______________,Pocket_004_7neh1_1_E.pdb,7neh1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEH,E, , , , , , , 
7neh1E_003_______________,Pocket_003_7neh1_1_E.pdb,7neh1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEH,E, , , , , , , 
7neh1E_002_______________,Pocket_002_7neh1_1_E.pdb,7neh1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEH,E, , , , , , , 
7neh1E_001_______________,Pocket_001_7neh1_1_E.pdb,7neh1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEH,E, , , , , , , 
7neg1E_004_______________,Pocket_004_7neg1_1_E.pdb,7neg1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEG,E, , , , , , , 
7neg1E_003_______________,Pocket_003_7neg1_1_E.pdb,7neg1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEG,E, , , , , , , 
7neg1E_002_______________,Pocket_002_7neg1_1_E.pdb,7neg1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEG,E, , , , , , , 
7neg1E_001_______________,Pocket_001_7neg1_1_E.pdb,7neg1_1_E.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7NEG,E, , , , , , , 
7nby1B_004_______________,Pocket_004_7nby1_1_B.pdb,7nby1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,B, , , , , , , 
7nby1B_003_______________,Pocket_003_7nby1_1_B.pdb,7nby1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,B, , , , , , , 
7nby1B_002_______________,Pocket_002_7nby1_1_B.pdb,7nby1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,B,U88,0.75, , , , , 
7nby1B_001_______________,Pocket_001_7nby1_1_B.pdb,7nby1_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,B, , ,7nby,A,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2
7nby1A_006_______________,Pocket_006_7nby1_1_A.pdb,7nby1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,A, , , , , , , 
7nby1A_005_______________,Pocket_005_7nby1_1_A.pdb,7nby1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,A, , , , , , , 
7nby1A_004_______________,Pocket_004_7nby1_1_A.pdb,7nby1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,A, , , , , , , 
7nby1A_003_______________,Pocket_003_7nby1_1_A.pdb,7nby1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,A, , , , , , , 
7nby1A_002_______________,Pocket_002_7nby1_1_A.pdb,7nby1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,A, , , , , , , 
7nby1A_001_______________,Pocket_001_7nby1_1_A.pdb,7nby1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,A,U88,1, , , , , 
7nby1A_001_______________,Pocket_001_7nby1_1_A.pdb,7nby1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7NBY,A,U88,1, , , , , 
7n891B_004_______________,Pocket_004_7n891_1_B.pdb,7n891_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N89,B, , , , , , , 
7n891B_003_______________,Pocket_003_7n891_1_B.pdb,7n891_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N89,B, , , , , , , 
7n891B_002_______________,Pocket_002_7n891_1_B.pdb,7n891_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N89,B, , , , , , , 
7n891B_001_______________,Pocket_001_7n891_1_B.pdb,7n891_1_B.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N89,B,small_peptide,0.767, , , , , 
7n891A_002_______________,Pocket_002_7n891_1_A.pdb,7n891_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N89,A, , , , , , , 
7n891A_001_______________,Pocket_001_7n891_1_A.pdb,7n891_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N89,A,small_peptide,0.75, , , , , 
7n831A_007_______________,Pocket_007_7n831_1_A.pdb,7n831_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N83,A, , , , , , , 
7n831A_006_______________,Pocket_006_7n831_1_A.pdb,7n831_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N83,A, , , , , , , 
7n831A_005_______________,Pocket_005_7n831_1_A.pdb,7n831_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N83,A, , , , , , , 
7n831A_004_______________,Pocket_004_7n831_1_A.pdb,7n831_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N83,A,WNM,0.8, , , , , 
7n831A_003_______________,Pocket_003_7n831_1_A.pdb,7n831_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N83,A, , , , , , , 
7n831A_002_______________,Pocket_002_7n831_1_A.pdb,7n831_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N83,A, , , , , , , 
7n831A_001_______________,Pocket_001_7n831_1_A.pdb,7n831_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N83,A, , , , , , , 
7n7y1A_008_______________,Pocket_008_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A, , , , , , , 
7n7y1A_007_______________,Pocket_007_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A, , , , , , , 
7n7y1A_006_______________,Pocket_006_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A, , , , , , , 
7n7y1A_005_______________,Pocket_005_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A, , , , , , , 
7n7y1A_004_______________,Pocket_004_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A, , , , , , , 
7n7y1A_003_______________,Pocket_003_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A, , , , , , , 
7n7y1A_002_______________,Pocket_002_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A,RZG,1, , , , , 
7n7y1A_001_______________,Pocket_001_7n7y1_1_A.pdb,7n7y1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7Y,A, , , , , , , 
7n7w1A_006_______________,Pocket_006_7n7w1_1_A.pdb,7n7w1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7W,A, , , , , , , 
7n7w1A_005_______________,Pocket_005_7n7w1_1_A.pdb,7n7w1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7W,A, , , , , , , 
7n7w1A_004_______________,Pocket_004_7n7w1_1_A.pdb,7n7w1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7W,A, , , , , , , 
7n7w1A_003_______________,Pocket_003_7n7w1_1_A.pdb,7n7w1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7W,A, , , , , , , 
7n7w1A_002_______________,Pocket_002_7n7w1_1_A.pdb,7n7w1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7W,A, , , , , , , 
7n7w1A_001_______________,Pocket_001_7n7w1_1_A.pdb,7n7w1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7W,A, , , , , , , 
7n7u1A_006_______________,Pocket_006_7n7u1_1_A.pdb,7n7u1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7U,A, , , , , , , 
7n7u1A_005_______________,Pocket_005_7n7u1_1_A.pdb,7n7u1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7U,A, , , , , , , 
7n7u1A_004_______________,Pocket_004_7n7u1_1_A.pdb,7n7u1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7U,A, , , , , , , 
7n7u1A_003_______________,Pocket_003_7n7u1_1_A.pdb,7n7u1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7U,A, , , , , , , 
7n7u1A_002_______________,Pocket_002_7n7u1_1_A.pdb,7n7u1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7U,A, , , , , , , 
7n7u1A_001_______________,Pocket_001_7n7u1_1_A.pdb,7n7u1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7U,A, , , , , , , 
7n7r1A_007_______________,Pocket_007_7n7r1_1_A.pdb,7n7r1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7R,A, , , , , , , 
7n7r1A_006_______________,Pocket_006_7n7r1_1_A.pdb,7n7r1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7R,A, , , , , , , 
7n7r1A_005_______________,Pocket_005_7n7r1_1_A.pdb,7n7r1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7R,A, , , , , , , 
7n7r1A_004_______________,Pocket_004_7n7r1_1_A.pdb,7n7r1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7R,A, , , , , , , 
7n7r1A_003_______________,Pocket_003_7n7r1_1_A.pdb,7n7r1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7R,A, , , , , , , 
7n7r1A_002_______________,Pocket_002_7n7r1_1_A.pdb,7n7r1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7R,A, , , , , , , 
7n7r1A_001_______________,Pocket_001_7n7r1_1_A.pdb,7n7r1_1_A.pdb, , ,Nsp-15 (Uridylate-specific endoribonuclease),"cd21171, cd21167, cd21161",Severe acute respiratory syndrome coronavirus 2,7N7R,A, , , , , , , 
7n5z1A_005_______________,Pocket_005_7n5z1_1_A.pdb,7n5z1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N5Z,A, , , , , , , 
7n5z1A_004_______________,Pocket_004_7n5z1_1_A.pdb,7n5z1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N5Z,A, , , , , , , 
7n5z1A_003_______________,Pocket_003_7n5z1_1_A.pdb,7n5z1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N5Z,A, , , , , , , 
7n5z1A_002_______________,Pocket_002_7n5z1_1_A.pdb,7n5z1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N5Z,A, , , , , , , 
7n5z1A_001_______________,Pocket_001_7n5z1_1_A.pdb,7n5z1_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N5Z,A, , , , , , , 
7n4j1A_004_______________,Pocket_004_7n4j1_1_A.pdb,7n4j1_1_A.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N4J,A, , , , , , , 
7n4j1A_003_______________,Pocket_003_7n4j1_1_A.pdb,7n4j1_1_A.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N4J,A, , , , , , , 
7n4j1A_002_______________,Pocket_002_7n4j1_1_A.pdb,7n4j1_1_A.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N4J,A, , , , , , , 
7n4j1A_001_______________,Pocket_001_7n4j1_1_A.pdb,7n4j1_1_A.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N4J,A, , , , , , , 
7n4i1C_003_______________,Pocket_003_7n4i1_1_C.pdb,7n4i1_1_C.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N4I,C, , , , , , , 
7n4i1C_002_______________,Pocket_002_7n4i1_1_C.pdb,7n4i1_1_C.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N4I,C, , , , , , , 
7n4i1C_001_______________,Pocket_001_7n4i1_1_C.pdb,7n4i1_1_C.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N4I,C, , ,7n4i,H,,,Homo sapiens
7n441A_003_______________,Pocket_003_7n441_1_A.pdb,7n441_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N44,A, , , , , , , 
7n441A_002_______________,Pocket_002_7n441_1_A.pdb,7n441_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N44,A, , , , , , , 
7n441A_001_______________,Pocket_001_7n441_1_A.pdb,7n441_1_A.pdb, , ,Nsp-5 (Mpro),cd21666,Severe acute respiratory syndrome coronavirus 2,7N44,A,06I,1, , , , , 
7n3i1C_003_______________,Pocket_003_7n3i1_1_C.pdb,7n3i1_1_C.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N3I,C, , , , , , , 
7n3i1C_002_______________,Pocket_002_7n3i1_1_C.pdb,7n3i1_1_C.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N3I,C, , , , , , , 
7n3i1C_001_______________,Pocket_001_7n3i1_1_C.pdb,7n3i1_1_C.pdb, , ,Spike S1 RBD,cd21480,Severe acute respiratory syndrome coronavirus 2,7N3I,C, , , , , , , 
7n3d1C_004_______________,Pocket_004_7n3d1_1_C.pdb,7n3d1_1_C.pdb, , ,Nucleocapsid,cd21554,Severe acute respiratory syndrome coronavirus 2,7N3D,C, , ,7n3d,L,,,Homo sapiens
7n3d1C_003_______________,Pocket_003_7n3d1_1_C.pdb,7n3d1_1_C.pdb, , ,Nucleocapsid,cd21554,Severe acute respiratory syndrome coronavirus 2,7N3D,C, , , , , , , 
