pocket.1,pocket.2,similarity_value
6_SARS-Nsp-5 (Mpro),2_MERS-Nsp-3 (Papain like),0.801879
6_SARS-Nsp-3 (Papain like),2_MERS-Nsp-3 (Papain like),0.803621
5_SARS-Nsp-16,2_MERS-Nsp-3 (Papain like),0.801362
4_SARS-Nsp-16,2_MERS-Nsp-3 (Papain like),0.800983
3_SARS-Nsp-3 (Papain like),2_MERS-Nsp-3 (Papain like),0.807406
2_SARS-Nsp-3 (Papain like),2_MERS-Nsp-3 (Papain like),0.822204
2_SARS-Nsp-3,2_MERS-Nsp-3 (Papain like),0.803799
2_SARS-Nsp-16,2_MERS-Nsp-3 (Papain like),0.80298
11_SARS-Nsp-5 (Mpro),2_MERS-Nsp-3 (Papain like),0.801819
1_SARS-Spike S1 RBD,2_MERS-Nsp-3 (Papain like),0.826297
1_SARS-Nucleocapsid,2_MERS-Nsp-3 (Papain like),0.811931
1_SARS-Nsp-10,2_MERS-Nsp-3 (Papain like),0.817147
1_MERS-Spike S2 HR,2_MERS-Nsp-3 (Papain like),0.809629
8_SARS-Nsp-5 (Mpro),2_MERS-Nsp-5 (Mpro),0.857014
9_SARS-Nsp-3 (Papain like),2_MERS-Nucleocapsid,0.813225
7_SARS2-Nsp-13 (Helicase),2_MERS-Nucleocapsid,0.801979
7_SARS-Nsp-3,2_MERS-Nucleocapsid,0.8164
6_SARS2-Nsp-13 (Helicase),2_MERS-Nucleocapsid,0.822124
5_SARS2-Nsp-13 (Helicase),2_MERS-Nucleocapsid,0.811407
3_SARS-Spike S1 RBD,2_MERS-Nucleocapsid,0.800298
2_SARS2-Nsp-13 (Helicase),2_MERS-Nucleocapsid,0.808381
2_SARS-Spike S1 RBD,2_MERS-Nucleocapsid,0.803197
2_SARS-Spike NTD,2_MERS-Nucleocapsid,0.801551
2_SARS-Nsp-3 (Papain like),2_MERS-Nucleocapsid,0.820131
2_SARS-Nsp-16,2_MERS-Nucleocapsid,0.8216
1_SARS-Spike S1 RBD,2_MERS-Nucleocapsid,0.818991
1_SARS-Nsp-10,2_MERS-Nucleocapsid,0.801559
9_SARS-Nsp-5 (Mpro),2_MERS-Spike NTD,0.805274
9_SARS-Nsp-3 (Papain like),2_MERS-Spike NTD,0.809612
7_SARS2-Nsp-13 (Helicase),2_MERS-Spike NTD,0.810533
6_SARS2-Nsp-13 (Helicase),2_MERS-Spike NTD,0.807699
6_SARS-Nsp-3 (Papain like),2_MERS-Spike NTD,0.808897
5_SARS2-Nsp-13 (Helicase),2_MERS-Spike NTD,0.811689
5_SARS-Nsp-16,2_MERS-Spike NTD,0.807592
4_SARS-Nsp-3 (Papain like),2_MERS-Spike NTD,0.827431
4_SARS-Nsp-16,2_MERS-Spike NTD,0.808382
3_SARS-Spike S1 RBD,2_MERS-Spike NTD,0.803461
3_SARS-Nsp-3 (Papain like),2_MERS-Spike NTD,0.805063
3_MERS-Nsp-3 (Papain like),2_MERS-Spike NTD,0.812319
2_SARS2-Nsp-13 (Helicase),2_MERS-Spike NTD,0.805455
2_SARS-Spike S1 RBD,2_MERS-Spike NTD,0.816339
2_SARS-Nsp-8,2_MERS-Spike NTD,0.807422
2_SARS-Nsp-3 (Papain like),2_MERS-Spike NTD,0.807485
2_SARS-Nsp-16,2_MERS-Spike NTD,0.816886
2_MERS-Nsp-3 (Papain like),2_MERS-Spike NTD,0.816088
12_SARS-Nsp-5 (Mpro),2_MERS-Spike NTD,0.805249
1_SARS-Spike S1 RBD,2_MERS-Spike NTD,0.81475
1_SARS-Nucleocapsid,2_MERS-Spike NTD,0.812826
1_SARS-Nsp-10,2_MERS-Spike NTD,0.804013
1_MERS-Spike S2 HR,2_MERS-Spike NTD,0.815747
9_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.8416
9_SARS-Nsp-5 (Mpro),2_MERS-Spike RBD,0.812803
9_SARS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.855072
8_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.849832
8_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.807134
7_SARS2-Nsp-13 (Helicase),2_MERS-Spike RBD,0.869013
7_SARS-Spike S1 RBD,2_MERS-Spike RBD,0.841986
7_SARS-Nsp-5 (Mpro),2_MERS-Spike RBD,0.849813
7_SARS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.834311
7_SARS-Nsp-3,2_MERS-Spike RBD,0.822407
6_SARS2-Nsp-16,2_MERS-Spike RBD,0.827708
6_SARS2-Nsp-13 (Helicase),2_MERS-Spike RBD,0.851566
6_SARS2-Nsp-12,2_MERS-Spike RBD,0.855872
6_SARS-Spike S1 RBD,2_MERS-Spike RBD,0.832363
6_SARS-Nsp-5 (Mpro),2_MERS-Spike RBD,0.863551
6_SARS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.833049
5_SARS2-Nsp-5 (Mpro),2_MERS-Spike RBD,0.801131
5_SARS2-Nsp-16,2_MERS-Spike RBD,0.851315
5_SARS2-Nsp-13 (Helicase),2_MERS-Spike RBD,0.826132
5_SARS-Spike S1 RBD,2_MERS-Spike RBD,0.833869
5_SARS-Nsp-16,2_MERS-Spike RBD,0.810657
4_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.82283
4_SARS2-Nsp-16,2_MERS-Spike RBD,0.852663
4_SARS2-Nsp-12,2_MERS-Spike RBD,0.807622
4_SARS-Nsp-5 (Mpro),2_MERS-Spike RBD,0.84482
4_SARS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.807617
4_SARS-Nsp-16,2_MERS-Spike RBD,0.861709
4_MERS-Spike NTD,2_MERS-Spike RBD,0.850363
3_SARS2-Spike S1 RBD,2_MERS-Spike RBD,0.822069
3_SARS2-Spike NTD,2_MERS-Spike RBD,0.83683
3_SARS2-Nsp-16,2_MERS-Spike RBD,0.864219
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),2_MERS-Spike RBD,0.852567
3_SARS2-Nsp-12,2_MERS-Spike RBD,0.80969
3_SARS-Spike S1 RBD,2_MERS-Spike RBD,0.857211
3_SARS-Spike NTD,2_MERS-Spike RBD,0.840095
3_SARS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.851858
3_MERS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.85436
25_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.817641
24_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.849002
22_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.826429
21_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.804446
20_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.839667
2_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.819205
2_SARS2-Spike NTD,2_MERS-Spike RBD,0.804041
2_SARS2-Nsp-16,2_MERS-Spike RBD,0.829951
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),2_MERS-Spike RBD,0.827271
2_SARS2-Nsp-13 (Helicase),2_MERS-Spike RBD,0.815653
2_SARS2-Nsp-12,2_MERS-Spike RBD,0.831457
2_SARS2-Nsp-10,2_MERS-Spike RBD,0.835045
2_SARS-Spike S1 RBD,2_MERS-Spike RBD,0.836947
2_SARS-Spike NTD,2_MERS-Spike RBD,0.838236
2_SARS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.829824
2_SARS-Nsp-16,2_MERS-Spike RBD,0.816636
2_MERS-Spike NTD,2_MERS-Spike RBD,0.808954
2_MERS-Nsp-3 (Papain like),2_MERS-Spike RBD,0.800294
19_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.837809
18_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.81074
18_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.810074
17_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.844572
17_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.817925
16_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.807419
15_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.845441
14_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.8305
14_SARS2-Spike TRIMER closed,2_MERS-Spike RBD,0.840293
14_SARS2-Nsp-12,2_MERS-Spike RBD,0.834492
12_SARS2-Nsp-12,2_MERS-Spike RBD,0.848144
11_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.81131
11_SARS2-Nsp-12,2_MERS-Spike RBD,0.843299
10_SARS2-Nsp-12,2_MERS-Spike RBD,0.838914
1_SARS2-Spike TRIMER open,2_MERS-Spike RBD,0.815194
1_SARS2-Spike S1 RBD,2_MERS-Spike RBD,0.82588
1_SARS2-Nsp-12,2_MERS-Spike RBD,0.857266
1_SARS-Spike S1 RBD,2_MERS-Spike RBD,0.823765
1_SARS-Nucleocapsid,2_MERS-Spike RBD,0.806254
1_SARS-Nsp-8,2_MERS-Spike RBD,0.864488
1_SARS-Nsp-5 (Mpro),2_MERS-Spike RBD,0.829942
1_MERS-Spike S2 HR,2_MERS-Spike RBD,0.848945
1_MERS-Spike RBD,2_MERS-Spike RBD,0.820056
1_MERS-Nucleocapsid,2_MERS-Spike RBD,0.839923
7_SARS-Nsp-5 (Mpro),2_SARS-Nsp-16,0.815216
7_SARS-Nsp-3 (Papain like),2_SARS-Nsp-16,0.815552
7_SARS-Nsp-3,2_SARS-Nsp-16,0.813021
6_SARS-Nsp-5 (Mpro),2_SARS-Nsp-16,0.834123
6_SARS-Nsp-3 (Papain like),2_SARS-Nsp-16,0.817745
4_SARS-Nsp-5 (Mpro),2_SARS-Nsp-16,0.81362
4_SARS-Nsp-3 (Papain like),2_SARS-Nsp-16,0.825917
3_SARS-Spike S1 RBD,2_SARS-Nsp-16,0.826211
3_SARS-Nsp-3 (Papain like),2_SARS-Nsp-16,0.834007
2_SARS-Spike S1 RBD,2_SARS-Nsp-16,0.81684
2_SARS-Nsp-8,2_SARS-Nsp-16,0.80861
2_SARS-Nsp-3 (Papain like),2_SARS-Nsp-16,0.83393
2_SARS-Nsp-3,2_SARS-Nsp-16,0.826674
1_SARS-Spike S1 RBD,2_SARS-Nsp-16,0.813783
1_SARS-Nucleocapsid,2_SARS-Nsp-16,0.801386
1_SARS-Nsp-8,2_SARS-Nsp-16,0.804043
1_SARS-Nsp-5 (Mpro),2_SARS-Nsp-16,0.814826
1_SARS-Nsp-10,2_SARS-Nsp-16,0.806981
1_SARS-Nsp-8,2_SARS-Nsp-3 (Papain like),0.805502
1_SARS-Nsp-8,2_SARS-Nsp-8,0.807572
9_SARS-Nsp-5 (Mpro),2_SARS-Spike NTD,0.828124
9_SARS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.815428
7_SARS2-Nsp-13 (Helicase),2_SARS-Spike NTD,0.83047
7_SARS-Nsp-5 (Mpro),2_SARS-Spike NTD,0.837823
7_SARS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.816234
7_SARS-Nsp-3,2_SARS-Spike NTD,0.820472
6_SARS2-Nsp-13 (Helicase),2_SARS-Spike NTD,0.841072
6_SARS-Nsp-5 (Mpro),2_SARS-Spike NTD,0.822463
6_SARS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.820447
5_SARS2-Nsp-13 (Helicase),2_SARS-Spike NTD,0.838956
5_SARS-Nsp-16,2_SARS-Spike NTD,0.811029
4_SARS-Nsp-5 (Mpro),2_SARS-Spike NTD,0.812929
4_SARS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.822768
4_SARS-Nsp-16,2_SARS-Spike NTD,0.837411
4_MERS-Spike NTD,2_SARS-Spike NTD,0.835318
3_SARS-Spike S1 RBD,2_SARS-Spike NTD,0.841225
3_SARS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.8189
3_MERS-Spike NTD,2_SARS-Spike NTD,0.813597
3_MERS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.837883
2_SARS2-Nsp-13 (Helicase),2_SARS-Spike NTD,0.816333
2_SARS-Spike S1 RBD,2_SARS-Spike NTD,0.835514
2_SARS-Nsp-8,2_SARS-Spike NTD,0.811147
2_SARS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.816485
2_SARS-Nsp-16,2_SARS-Spike NTD,0.826011
2_MERS-Nsp-3 (Papain like),2_SARS-Spike NTD,0.809438
12_SARS-Nsp-5 (Mpro),2_SARS-Spike NTD,0.800887
1_SARS-Spike S1 RBD,2_SARS-Spike NTD,0.839697
1_SARS-Nucleocapsid,2_SARS-Spike NTD,0.813352
1_SARS-Nsp-8,2_SARS-Spike NTD,0.830374
1_SARS-Nsp-5 (Mpro),2_SARS-Spike NTD,0.82622
1_SARS-Nsp-10,2_SARS-Spike NTD,0.808572
1_MERS-Spike S2 HR,2_SARS-Spike NTD,0.840338
1_MERS-Nucleocapsid,2_SARS-Spike NTD,0.81975
3_SARS-Nsp-3 (Papain like),2_SARS-Spike S1 RBD,0.819849
2_SARS-Nsp-3 (Papain like),2_SARS-Spike S1 RBD,0.814289
1_SARS-Spike S1 RBD,2_SARS-Spike S1 RBD,0.820498
1_SARS-Nsp-8,2_SARS-Spike S1 RBD,0.839065
9_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.84589
9_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-10,0.838036
9_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.838935
8_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.83899
8_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.819411
7_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-10,0.846526
7_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-10,0.823901
7_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.803355
7_SARS-Nsp-3,2_SARS2-Nsp-10,0.820871
6_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-10,0.835634
6_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-10,0.829866
6_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.801034
5_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-10,0.841506
5_SARS-Nsp-16,2_SARS2-Nsp-10,0.817125
4_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.81123
4_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.811537
4_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-10,0.800631
4_SARS-Spike NTD,2_SARS2-Nsp-10,0.816985
4_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-10,0.805119
4_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.836191
4_SARS-Nsp-16,2_SARS2-Nsp-10,0.832817
4_MERS-Spike NTD,2_SARS2-Nsp-10,0.821673
3_SARS-Spike S1 RBD,2_SARS2-Nsp-10,0.833689
3_SARS-Spike NTD,2_SARS2-Nsp-10,0.82844
3_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.832062
3_MERS-Spike NTD,2_SARS2-Nsp-10,0.805079
3_MERS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.821531
25_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.839489
24_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.81232
22_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.837603
21_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.827812
20_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.801011
2_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.801575
2_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-10,0.839017
2_SARS-Spike S1 RBD,2_SARS2-Nsp-10,0.828546
2_SARS-Spike NTD,2_SARS2-Nsp-10,0.848416
2_SARS-Nsp-8,2_SARS2-Nsp-10,0.810386
2_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.822187
2_SARS-Nsp-3,2_SARS2-Nsp-10,0.827283
2_SARS-Nsp-16,2_SARS2-Nsp-10,0.826759
2_MERS-Spike NTD,2_SARS2-Nsp-10,0.823413
2_MERS-Nucleocapsid,2_SARS2-Nsp-10,0.809795
2_MERS-Nsp-3 (Papain like),2_SARS2-Nsp-10,0.825112
19_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.828314
18_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.832855
18_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.819578
17_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.842344
17_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.816658
16_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.852307
16_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.826159
15_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.864485
15_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.827285
14_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.82344
14_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.817436
13_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.80074
13_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.808044
12_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.809494
12_SARS2-Spike TRIMER closed,2_SARS2-Nsp-10,0.809089
12_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-10,0.813605
11_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.843848
1_SARS2-Spike TRIMER open,2_SARS2-Nsp-10,0.819531
1_SARS-Spike S1 RBD,2_SARS2-Nsp-10,0.845073
1_SARS-Nucleocapsid,2_SARS2-Nsp-10,0.818163
1_SARS-Nsp-8,2_SARS2-Nsp-10,0.828983
1_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-10,0.812198
1_SARS-Nsp-10,2_SARS2-Nsp-10,0.817516
1_MERS-Spike S2 HR,2_SARS2-Nsp-10,0.843386
1_MERS-Nucleocapsid,2_SARS2-Nsp-10,0.809587
9_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.830809
9_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-12,0.806553
9_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.810469
8_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.819661
8_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.805428
7_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-12,0.831971
7_SARS-Spike S1 RBD,2_SARS2-Nsp-12,0.821647
7_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-12,0.833856
7_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.816482
6_SARS2-Nsp-16,2_SARS2-Nsp-12,0.812954
6_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-12,0.835091
6_SARS-Spike S1 RBD,2_SARS2-Nsp-12,0.820828
6_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-12,0.813791
6_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.816659
5_SARS2-Nsp-16,2_SARS2-Nsp-12,0.825901
5_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-12,0.808172
5_SARS-Spike S1 RBD,2_SARS2-Nsp-12,0.804292
5_SARS-Nsp-16,2_SARS2-Nsp-12,0.809983
4_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.811376
4_SARS2-Nsp-16,2_SARS2-Nsp-12,0.831062
4_SARS-Spike NTD,2_SARS2-Nsp-12,0.802524
4_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-12,0.822948
4_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.817818
4_SARS-Nsp-16,2_SARS2-Nsp-12,0.835585
4_MERS-Spike NTD,2_SARS2-Nsp-12,0.844433
3_SARS2-Spike S1 RBD,2_SARS2-Nsp-12,0.803732
3_SARS2-Nsp-16,2_SARS2-Nsp-12,0.832322
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),2_SARS2-Nsp-12,0.825133
3_SARS-Spike S1 RBD,2_SARS2-Nsp-12,0.807746
3_SARS-Spike NTD,2_SARS2-Nsp-12,0.823304
3_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.820468
3_MERS-Spike NTD,2_SARS2-Nsp-12,0.821856
3_MERS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.858111
24_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.814775
22_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.83676
20_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.814458
2_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.829437
2_SARS2-Nsp-16,2_SARS2-Nsp-12,0.813668
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),2_SARS2-Nsp-12,0.812397
2_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-12,0.815108
2_SARS2-Nsp-10,2_SARS2-Nsp-12,0.827659
2_SARS-Spike S1 RBD,2_SARS2-Nsp-12,0.840614
2_SARS-Spike NTD,2_SARS2-Nsp-12,0.832914
2_SARS-Nsp-8,2_SARS2-Nsp-12,0.80485
2_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.837412
2_SARS-Nsp-16,2_SARS2-Nsp-12,0.827379
2_MERS-Spike NTD,2_SARS2-Nsp-12,0.80227
2_MERS-Nsp-3 (Papain like),2_SARS2-Nsp-12,0.818935
19_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.832187
18_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.81084
17_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.820699
17_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.810142
16_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.802307
15_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.81292
14_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.814816
14_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.805211
13_SARS2-Spike TRIMER closed,2_SARS2-Nsp-12,0.803214
11_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.81169
1_SARS2-Spike TRIMER open,2_SARS2-Nsp-12,0.806224
1_SARS2-Spike S1 RBD,2_SARS2-Nsp-12,0.807054
1_SARS2-Nsp-12,2_SARS2-Nsp-12,0.836611
1_SARS-Nsp-8,2_SARS2-Nsp-12,0.816264
1_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-12,0.820424
1_MERS-Spike S2 HR,2_SARS2-Nsp-12,0.826588
1_MERS-Nucleocapsid,2_SARS2-Nsp-12,0.815981
9_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-13 (Helicase),0.828405
7_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-13 (Helicase),0.815297
7_SARS-Nsp-3,2_SARS2-Nsp-13 (Helicase),0.815475
6_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-13 (Helicase),0.81643
6_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-13 (Helicase),0.812957
5_SARS-Nsp-16,2_SARS2-Nsp-13 (Helicase),0.817866
4_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-13 (Helicase),0.819641
4_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-13 (Helicase),0.834198
4_SARS-Nsp-16,2_SARS2-Nsp-13 (Helicase),0.834709
3_SARS-Spike S1 RBD,2_SARS2-Nsp-13 (Helicase),0.829363
3_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-13 (Helicase),0.821666
3_MERS-Nsp-3 (Papain like),2_SARS2-Nsp-13 (Helicase),0.811322
2_SARS-Spike S1 RBD,2_SARS2-Nsp-13 (Helicase),0.824471
2_SARS-Nsp-8,2_SARS2-Nsp-13 (Helicase),0.803641
2_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-13 (Helicase),0.813123
2_SARS-Nsp-16,2_SARS2-Nsp-13 (Helicase),0.816915
2_MERS-Nsp-3 (Papain like),2_SARS2-Nsp-13 (Helicase),0.803662
1_SARS-Spike S1 RBD,2_SARS2-Nsp-13 (Helicase),0.829266
1_SARS-Nsp-8,2_SARS2-Nsp-13 (Helicase),0.814589
1_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-13 (Helicase),0.815612
1_MERS-Spike S2 HR,2_SARS2-Nsp-13 (Helicase),0.839259
1_MERS-Nucleocapsid,2_SARS2-Nsp-13 (Helicase),0.80839
9_SARS2-Spike TRIMER open,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.827197
9_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.825438
9_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.834155
8_SARS2-Spike TRIMER open,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806408
8_SARS2-Spike TRIMER closed,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808711
7_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806366
7_SARS-Spike S1 RBD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.822618
7_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804739
6_SARS2-Spike S1 RBD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.823527
6_SARS2-Nsp-16,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.805686
6_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.81154
6_SARS-Spike S1 RBD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.801503
6_SARS-Nsp-5 (Mpro),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.814933
6_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.818051
5_SARS2-Spike S1 RBD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.812032
5_SARS2-Nsp-5 (Mpro),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80835
5_SARS2-Nsp-2,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.819945
5_SARS2-Nsp-16,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.815082
5_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.82781
5_SARS-Nsp-16,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.823225
4_SARS2-Spike TRIMER closed,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.815282
4_SARS2-Nsp-9,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.837393
4_SARS2-Nsp-13 (Helicase),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.802227
4_SARS-Spike S1 RBD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80264
4_SARS-Spike NTD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.822982
4_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806252
4_SARS-Nsp-16,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.815767
3_SARS2-Spike S1 RBD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.816409
3_SARS2-Nsp-9,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.812105
3_SARS2-Nsp-2,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.814508
3_SARS2-Nsp-16,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.82357
3_SARS2-Nsp-12,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.809087
3_SARS-Spike S1 RBD,2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.813885
3_SARS-Nsp-3 (Papain like),2_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806315
